Frequencia(Hz),Original_Magnitude,Filtrado_Magnitude
508.30,2340078.269965,2276265.074068
508.40,2339089.762163,2275235.599764
508.50,2339410.382973,2275419.265197
508.60,2340496.824790,2276441.635349
508.70,2339960.004370,2275949.157868
508.80,2339383.702282,2275326.967678
508.90,2339486.550231,2275297.519578
509.00,2340298.277359,2276046.268348
509.10,2340208.548226,2275989.435984
509.20,2339221.848401,2274974.134193
509.30,2339422.110263,2275038.669393
509.40,2340392.050915,2275935.198770
509.50,2339990.306364,2275575.243371
509.60,2339187.857553,2274744.806616
509.70,2339496.366452,2274914.280678
509.80,2340298.606690,2275642.025114
509.90,2340186.740534,2275563.870195
510.00,2339129.729687,2274491.179330
510.10,2339279.545952,2274506.382190
510.20,2340293.967066,2275435.148088
510.30,2340080.696166,2275257.977615
510.40,2339304.722460,2274463.413456
510.50,2339206.311341,2274237.592133
510.60,2340244.678821,2275184.764895
510.70,2340383.172324,2275348.934602
510.80,2339432.765093,2274389.200267
510.90,2339333.918611,2274163.506220
511.00,2340158.439632,2274898.338844
511.10,2340157.864995,2274926.466978
511.20,2339412.400198,2274169.962150
511.30,2339307.572117,2273939.139189
511.40,2340233.034628,2274768.094496
511.50,2340257.387774,2274819.511173
511.60,2339560.711114,2274113.969035
511.70,2339240.275713,2273674.343419
511.80,2340097.462097,2274433.367605
511.90,2340456.851424,2274809.428516
512.00,2339567.274037,2273919.510243
512.10,2339398.095253,2273627.691085
512.20,2339960.974968,2274097.544056
512.30,2340412.248839,2274561.883406
512.40,2339500.868612,2273653.485894
512.50,2339211.646904,2273245.773891
512.60,2340088.376852,2274017.934992
512.70,2340405.941968,2274351.353499
512.80,2339509.172077,2273459.449894
512.90,2339191.283688,2273024.592985
513.00,2339924.595472,2273655.075763
513.10,2340344.930473,2274087.473883
513.20,2339410.521442,2273160.890949
513.30,2339198.652694,2272829.656707
513.40,2340028.503219,2273552.032105
513.50,2340338.990568,2273876.921324
513.60,2339437.506093,2272983.830429
513.70,2339277.008673,2272702.976529
513.80,2340006.509051,2273326.330960
513.90,2340445.626008,2273775.554879
514.00,2339609.742439,2272947.308611
514.10,2339112.145450,2272339.287206
514.20,2339929.583666,2273046.933475
514.30,2340449.067561,2273573.748988
514.40,2339806.415866,2272933.941174
514.50,2339121.132524,2272143.778387
514.60,2339999.833874,2272910.163497
514.70,2340262.964210,2273187.661248
514.80,2339734.885081,2272659.483214
514.90,2339187.857643,2272003.622826
515.00,2339841.454080,2272550.966811
515.10,2340416.075725,2273130.888245
515.20,2339772.541772,2272490.537982
515.30,2339230.697407,2271839.531234
515.40,2339933.515101,2272434.664464
515.50,2340384.148064,2272894.220273
515.60,2339726.807448,2272240.058714
515.70,2339245.495403,2271647.477956
515.80,2339830.612190,2272128.667957
515.90,2340406.739983,2272710.319391
516.00,2339700.615073,2272008.011980
516.10,2339308.909203,2271501.895896
516.20,2339865.065384,2271955.713638
516.30,2340323.598646,2272423.574687
516.40,2339817.198001,2271914.039238
516.50,2339302.435333,2271287.723755
516.60,2339945.293901,2271826.860676
516.70,2340388.523523,2272280.418303
516.80,2339666.623691,2271560.096802
516.90,2339147.027020,2270928.247162
517.00,2339867.000309,2271543.778746
517.10,2340332.005891,2272019.170386
517.20,2339655.492570,2271340.956729
517.30,2339122.103553,2270694.756159
517.40,2340001.037802,2271466.524971
517.50,2340305.365434,2271786.730332
517.60,2339763.470582,2271236.825395
517.70,2339277.679254,2270635.770852
517.80,2339822.592610,2271085.655638
517.90,2340362.566851,2271635.462245
518.00,2339790.412445,2271053.383887
518.10,2339197.229110,2270346.990360
518.20,2339880.337174,2270933.797764
518.30,2340327.715707,2271394.620234
518.40,2339727.169639,2270781.745118
518.50,2339233.583389,2270170.906943
518.60,2339947.784161,2270791.119888
518.70,2340438.950670,2271295.304391
518.80,2339671.887471,2270517.143458
518.90,2339266.329933,2269990.674146
519.00,2339945.953873,2270581.009724
519.10,2340399.770774,2271049.739772
519.20,2339560.049386,2270196.948746
519.30,2339232.177585,2269744.893378
519.40,2339879.808597,2270308.333597
519.50,2340195.680980,2270643.878111
519.60,2339545.154728,2269970.067728
519.70,2339281.665539,2269579.679169
519.80,2340008.881107,2270224.938392
519.90,2340362.231340,2270597.293828
520.00,2339721.469369,2269927.895244
520.10,2339318.216752,2269401.358935
520.20,2340017.404994,2270024.477703
520.30,2340402.442317,2270427.736632
520.40,2339552.811168,2269550.210376
520.50,2339340.281669,2269208.473434
520.60,2339981.882673,2269781.226676
520.70,2340459.440709,2270274.019023
520.80,2339474.160508,2269259.003306
520.90,2339474.211928,2269123.641152
521.00,2340008.411939,2269598.129582
521.10,2340145.798506,2269760.313816
521.20,2339612.341907,2269177.218715
521.30,2339099.308203,2268544.897799
521.40,2339963.848302,2269346.067046
521.50,2340319.163750,2269718.406735
521.60,2339500.617155,2268852.142696
521.70,2339272.146176,2268497.092254
521.80,2339954.836549,2269128.492978
521.90,2340250.238172,2269440.873507
522.00,2339510.264887,2268643.854590
522.10,2339443.042584,2268447.141338
522.20,2340078.170162,2269039.256800
522.30,2340227.580565,2269207.491248
522.40,2339563.725976,2268477.120806
522.50,2339366.794758,2268157.381429
522.60,2339996.940391,2268751.671069
522.70,2340158.001212,2268927.804480
522.80,2339361.082124,2268061.153044
522.90,2339444.989991,2268017.313914
523.00,2340181.415547,2268721.688611
523.10,2340053.548989,2268613.409348
523.20,2339519.911815,2267994.754636
523.30,2339556.124576,2267909.208932
523.40,2340100.739068,2268434.598432
523.50,2340240.616813,2268580.604910
523.60,2339450.121085,2267705.858983
523.70,2339390.364408,2267532.833499
523.80,2340022.273955,2268149.570753
523.90,2340058.942043,2268189.239094
524.00,2339513.482071,2267545.235337
524.10,2339361.224553,2267289.151964
524.20,2340266.405308,2268177.051466
524.30,2339998.535506,2267914.217817
524.40,2339511.521565,2267320.582241
524.50,2339554.842847,2267261.701303
524.60,2340196.759093,2267900.151416
524.70,2340043.084548,2267739.602620
524.80,2339295.718135,2266888.095578
524.90,2339522.869979,2267016.046858
525.00,2340221.865558,2267714.699817
525.10,2340050.784123,2267527.873556
525.20,2339408.366526,2266773.426723
525.30,2339690.359461,2266964.176834
525.40,2340368.050132,2267646.042350
525.50,2339903.066656,2267164.092508
525.60,2339226.450009,2266373.014328
525.70,2339639.594465,2266701.386221
525.80,2340263.308492,2267333.564651
525.90,2339834.122014,2266875.143534
526.00,2339414.706487,2266331.095937
526.10,2339622.090769,2266471.432467
526.20,2340155.842928,2267017.603238
526.30,2340043.687138,2266854.464764
526.40,2339208.986718,2265907.548895
526.50,2339700.486923,2266334.978052
526.60,2340175.301090,2266823.535560
526.70,2339791.905255,2266385.365822
526.80,2339241.376970,2265714.922226
526.90,2339857.021351,2266274.756245
527.00,2340382.810799,2266810.310723
527.10,2339695.775761,2266065.600843
527.20,2339302.182778,2265550.280745
527.30,2339828.142089,2266035.420206
527.40,2340307.122721,2266521.276079
527.50,2339606.244321,2265750.896005
527.60,2339338.222194,2265362.332524
527.70,2339994.375136,2265985.389183
527.80,2340155.890766,2266157.377559
527.90,2339567.760964,2265484.430599
528.00,2339369.473756,2265170.639673
528.10,2339945.122203,2265726.850236
528.20,2340163.828134,2265945.695610
528.30,2339664.584178,2265347.988558
528.40,2339322.290689,2264904.089389
528.50,2340048.778860,2265616.306028
528.60,2340205.234512,2265764.313624
528.70,2339324.157047,2264787.466468
528.80,2339452.535032,2264810.563566
528.90,2340178.270208,2265530.411269
529.00,2340196.805790,2265532.441892
529.10,2339508.630909,2264734.706418
529.20,2339505.444965,2264643.503374
529.30,2339934.038130,2265082.047257
529.40,2340115.221625,2265227.442356
529.50,2339457.537550,2264453.817962
529.60,2339511.624682,2264432.599464
529.70,2340082.121428,2265012.399699
529.80,2340067.225460,2264952.636405
529.90,2339332.526998,2264101.713779
530.00,2339487.184353,2264193.428466
530.10,2340224.871335,2264936.119465
530.20,2339875.899603,2264536.877961
530.30,2339525.261638,2264057.848301
530.40,2339766.786231,2264249.744654
530.50,2340271.906462,2264765.330782
530.60,2339791.607086,2264222.633796
530.70,2339393.270892,2263700.843691
530.80,2339826.594156,2264094.358050
530.90,2340191.522566,2264468.987330
531.00,2339781.017821,2263977.900018
531.10,2339382.909974,2263463.051618
531.20,2339856.260227,2263910.503538
531.30,2340328.881818,2264380.717726
531.40,2339617.657894,2263583.899686
531.50,2339384.221191,2263238.386695
531.60,2339979.738050,2263817.706350
531.70,2340311.084710,2264139.408006
531.80,2339606.583507,2263336.271016
531.90,2339373.499975,2263004.169871
532.00,2339983.033147,2263608.406330
532.10,2340079.856278,2263688.526731
532.20,2339599.438722,2263091.995211
532.30,2339522.097912,2262926.298411
532.40,2340104.757126,2263512.850754
532.50,2340203.039148,2263577.288450
532.60,2339473.428660,2262732.933554
532.70,2339461.529915,2262648.346975
532.80,2340017.914194,2263214.112783
532.90,2340220.220049,2263360.360810
533.00,2339446.941222,2262470.974227
533.10,2339567.472583,2262533.551610
533.20,2340110.159382,2263086.473461
533.30,2340035.757552,2262945.509191
533.40,2339317.068754,2262110.532437
533.50,2339703.636322,2262449.762401
533.60,2340178.263971,2262932.732463
533.70,2339938.073715,2262612.077347
533.80,2339578.518157,2262130.586704
533.90,2339563.372541,2262099.983726
534.00,2340170.071681,2262701.901192
534.10,2339967.865102,2262399.962673
534.20,2339508.128057,2261832.364729
534.30,2339785.515002,2262101.276355
534.40,2340192.290914,2262496.715775
534.50,2339656.148497,2261856.449016
534.60,2339318.811921,2261422.164084
534.70,2339860.889541,2261960.503379
534.80,2340268.259886,2262339.450878
534.90,2339713.118072,2261669.024381
535.00,2339401.304989,2261277.886117
535.10,2339970.805011,2261852.065567
535.20,2340283.626787,2262119.501386
535.30,2339480.781309,2261202.529969
535.40,2339421.842122,2261076.798377
535.50,2340133.596072,2261792.699269
535.60,2340271.693965,2261869.253868
535.70,2339628.089312,2261104.526352
535.80,2339236.075928,2260679.086977
535.90,2339939.531144,2261385.477649
536.00,2340149.064202,2261508.599620
536.10,2339472.372736,2260716.113179
536.20,2339438.610633,2260658.796655
536.30,2339959.393541,2261181.205479
536.40,2339948.318143,2261069.783675
536.50,2339166.076165,2260185.457791
536.60,2339646.363519,2260644.791018
536.70,2340106.533477,2261095.416280
536.80,2339957.330282,2260831.943795
536.90,2339209.790520,2259996.818439
537.00,2339834.506279,2260611.996501
537.10,2340368.053762,2261115.193046
537.20,2339689.836244,2260326.436776
537.30,2339383.202464,2259937.517029
537.40,2339755.354523,2260319.899099
537.50,2340209.768562,2260724.375215
537.60,2339707.841578,2260097.525989
537.70,2339287.908121,2259622.581762
537.80,2339874.901175,2260217.368001
537.90,2340245.489678,2260516.271686
538.00,2339492.787037,2259645.571060
538.10,2339410.260276,2259521.338472
538.20,2340078.422110,2260192.270825
538.30,2340169.574730,2260196.324657
538.40,2339519.944377,2259430.855566
538.50,2339409.560003,2259303.804886
538.60,2340198.144784,2260081.463647
538.70,2339937.216184,2259722.372076
538.80,2339249.216269,2258932.701429
538.90,2339564.042087,2259237.435943
539.00,2340085.504248,2259740.712285
539.10,2339921.235311,2259455.871396
539.20,2339271.815526,2258722.667462
539.30,2339530.292972,2258989.060734
539.40,2340293.418585,2259703.579050
539.50,2339786.828894,2259075.135577
539.60,2339251.677273,2258476.325307
539.70,2339911.225837,2259139.132215
539.80,2340187.890224,2259358.014141
539.90,2339662.311700,2258705.786173
540.00,2339333.461899,2258332.932825
540.10,2339924.872575,2258930.949419
540.20,2340168.463842,2259090.502212
540.30,2339355.200735,2258163.639553
540.40,2339591.511752,2258363.244303
540.50,2340074.683454,2258849.086397
540.60,2340134.393045,2258805.006382
540.70,2339274.182316,2257844.554800
540.80,2339503.040849,2258061.134744
540.90,2340225.728470,2258762.148105
541.00,2340094.939191,2258512.176771
541.10,2339389.091170,2257720.220186
541.20,2339769.125025,2258101.418762
541.30,2340282.260789,2258577.161959
541.40,2339798.891419,2257971.605095
541.50,2339362.485969,2257465.183474
541.60,2339849.429410,2257960.450824
541.70,2340200.900030,2258252.402397
541.80,2339723.201921,2257645.755586
541.90,2339384.481921,2257262.456397
542.00,2340015.760952,2257898.442395
542.10,2340253.835140,2258051.385332
542.20,2339549.123602,2257229.031134
542.30,2339528.144228,2257181.305000
542.40,2340020.672740,2257674.779180
542.50,2340257.577965,2257798.616435
542.60,2339494.811627,2256933.546101
542.70,2339511.598380,2256947.876602
542.80,2340268.933418,2257678.667690
542.90,2340056.376451,2257346.008405
543.00,2339472.831510,2256675.887221
543.10,2339540.084903,2256757.811117
543.20,2340250.123132,2257417.127644
543.30,2339938.972465,2256974.668050
543.40,2339149.315189,2256134.143727
543.50,2339689.237124,2256681.446195
543.60,2340343.044191,2257255.931635
543.70,2339884.236033,2256666.787439
543.80,2339402.314674,2256154.398473
543.90,2339929.760959,2256687.978211
544.00,2340141.309321,2256804.443886
544.10,2339601.360631,2256144.218790
544.20,2339313.017266,2255848.677739
544.30,2340037.231631,2256558.943500
544.40,2340258.056411,2256656.151894
544.50,2339480.201814,2255784.632965
544.60,2339429.953699,2255743.464715
544.70,2340106.254975,2256384.360331
544.80,2339972.026170,2256118.356264
544.90,2339249.917021,2255327.577205
545.00,2339479.125063,2255571.511274
545.10,2340240.717530,2256264.227802
545.20,2339887.570755,2255776.907551
545.30,2339364.558539,2255210.395335
545.40,2339682.430836,2255543.672911
545.50,2340225.210507,2255991.890960
545.60,2339786.812249,2255424.680994
545.70,2339263.594191,2254891.048887
545.80,2340000.539096,2255619.287673
545.90,2340250.767537,2255753.700133
546.00,2339518.480483,2254918.199406
546.10,2339453.681446,2254855.263934
546.20,2340209.835595,2255580.960055
546.30,2340225.601310,2255464.257085
546.40,2339372.377457,2254538.084529
546.50,2339409.112918,2254592.911289
546.60,2340330.998437,2255448.034193
546.70,2340027.849231,2255009.730566
546.80,2339146.253709,2254089.308103
546.90,2339733.980439,2254682.554507
547.00,2340319.299042,2255178.264091
547.10,2339731.528831,2254465.025710
547.20,2339188.875106,2253906.397871
547.30,2339863.153238,2254576.267439
547.40,2340310.418962,2254904.675770
547.50,2339630.536280,2254116.220355
547.60,2339305.370176,2253798.617270
547.70,2340114.732159,2254578.235935
547.80,2340180.523361,2254511.396339
547.90,2339389.472006,2253641.821140
548.00,2339622.103699,2253883.831860
548.10,2340563.110614,2254759.189280
548.20,2339881.181687,2253955.913646
548.30,2339324.099688,2253346.092401
548.40,2339686.668547,2253722.007841
548.50,2340422.258574,2254362.775337
548.60,2339843.668829,2253657.762246
548.70,2339150.595167,2252953.902777
548.80,2339916.352847,2253711.329036
548.90,2340243.513049,2253922.728993
549.00,2339557.912758,2253128.952445
549.10,2339307.734746,2252884.541768
549.20,2340190.666704,2253733.040747
549.30,2340124.024974,2253536.557323
549.40,2339392.034840,2252725.911401
549.50,2339434.877440,2252786.195573
549.60,2340279.701237,2253564.817266
549.70,2340034.363046,2253180.602334
549.80,2339267.892015,2252373.281742
549.90,2339656.168490,2252773.648711
550.00,2340385.676673,2253402.556559
550.10,2339848.774831,2252738.377514
550.20,2339208.594804,2252091.122122
550.30,2339855.654103,2252731.036124
550.40,2340380.868573,2253126.426511
550.50,2339711.853015,2252352.668330
550.60,2339338.123000,2251994.773495
550.70,2340066.836106,2252687.898800
550.80,2340259.431304,2252735.523835
550.90,2339565.404270,2251969.158634
551.00,2339491.024585,2251919.757746
551.10,2340245.312475,2252600.931528
551.20,2340136.026907,2252345.599132
551.30,2339277.580918,2251460.310172
551.40,2339588.041481,2251784.479762
551.50,2340373.518967,2252455.112735
551.60,2339745.884578,2251706.796540
551.70,2339244.484629,2251204.307704
551.80,2339924.951488,2251869.268344
551.90,2340369.495523,2252175.688723
552.00,2339549.112931,2251265.404384
552.10,2339326.816116,2251062.052777
552.20,2339915.677766,2251607.767711
552.30,2340216.219219,2251751.939729
552.40,2339476.140664,2250955.486278
552.50,2339432.431493,2250938.889359
552.60,2340351.464583,2251761.706391
552.70,2340053.204674,2251324.090183
552.80,2339223.616826,2250483.398352
552.90,2339856.507700,2251113.138734
553.00,2340365.768043,2251500.445127
553.10,2339621.913743,2250648.413143
553.20,2339323.820725,2250356.847382
553.30,2339974.262286,2250979.700299
553.40,2340285.974254,2251144.453889
553.50,2339425.746751,2250211.968745
553.60,2339414.353887,2250220.961326
553.70,2340379.254154,2251108.289220
553.80,2340051.766689,2250642.318044
553.90,2339138.409883,2249700.562784
554.00,2339604.628840,2250174.358848
554.10,2340310.103154,2250768.505732
554.20,2339725.709107,2250060.505749
554.30,2339236.718411,2249569.255049
554.40,2339871.178817,2250188.975336
554.50,2340201.568206,2250383.499398
554.60,2339621.705438,2249705.210287
554.70,2339183.676739,2249295.499320
554.80,2340183.474208,2250232.562102
554.90,2340332.747363,2250228.496492
555.00,2339461.758560,2249310.261074
555.10,2339378.603292,2249255.980457
555.20,2340252.252472,2250027.645561
555.30,2340013.137791,2249646.806949
555.40,2339139.676451,2248771.105442
555.50,2339783.242711,2249407.128905
555.60,2340419.960683,2249907.751232
555.70,2339804.306339,2249184.121966
555.80,2339248.458344,2248652.048677
555.90,2339841.137336,2249209.675194
556.00,2340276.838660,2249485.927024
556.10,2339447.642873,2248594.420769
556.20,2339287.287800,2248463.841768
556.30,2340181.336019,2249267.727086
556.40,2340048.659255,2248987.278531
556.50,2339219.653036,2248142.031035
556.60,2339558.947677,2248489.755455
556.70,2340357.188930,2249155.474542
556.80,2339944.041883,2248619.239960
556.90,2339180.843450,2247879.654547
557.00,2339821.875156,2248491.987804
557.10,2340400.414834,2248910.406653
557.20,2339577.268647,2248014.974097
557.30,2339389.932692,2247855.569993
557.40,2340224.886203,2248611.800298
557.50,2340175.436144,2248410.944697
557.60,2339240.152199,2247454.383564
557.70,2339320.428984,2247555.232832
557.80,2340301.607523,2248403.984017
557.90,2340016.632208,2247986.382744
558.00,2339173.366049,2247163.575524
558.10,2339774.487840,2247742.616031
558.20,2340285.844456,2248100.223406
558.30,2339692.970743,2247419.669701
558.40,2339109.186931,2246876.900372
558.50,2339979.490669,2247672.771713
558.60,2340173.919276,2247706.248438
558.70,2339380.546721,2246880.159039
558.80,2339468.169562,2246988.832125
558.90,2340324.826444,2247722.193434
559.00,2340030.073556,2247292.664654
559.10,2339138.285567,2246419.508651
559.20,2339605.944609,2246872.800018
