Frequencia(Hz),Original_Magnitude,Filtrado_Magnitude
576.90,2339319.628031,2234680.866102
577.00,2339990.915888,2235181.838115
577.10,2340023.305161,2235096.057856
577.20,2339478.466709,2234593.662645
577.30,2339556.599540,2234609.866051
577.40,2340369.855571,2235223.309610
577.50,2339824.269736,2234656.566931
577.60,2339349.113741,2234215.660445
577.70,2339930.325035,2234642.697132
577.80,2340238.496014,2234806.019824
577.90,2339437.672952,2234052.347568
578.00,2339376.607104,2233951.703847
578.10,2340263.959155,2234635.674466
578.20,2340001.368141,2234323.065647
578.30,2339304.622610,2233676.529500
578.40,2339842.579510,2234075.113639
578.50,2340324.050612,2234392.495197
578.60,2339492.200406,2233600.649939
578.70,2339458.442699,2233540.029311
578.80,2340033.932817,2233928.531476
578.90,2340022.706928,2233840.878849
579.00,2339330.793600,2233202.135134
579.10,2339723.437161,2233474.810340
579.20,2340465.483388,2234032.216463
579.30,2339681.982910,2233277.021039
579.40,2339290.196676,2232886.334874
579.50,2340125.877948,2233527.263773
579.60,2340136.792910,2233447.212905
579.70,2339261.320118,2232634.201820
579.80,2339675.346119,2232939.471162
579.90,2340332.759932,2233409.744964
580.00,2339809.301326,2232892.942923
580.10,2339307.494748,2232406.803094
580.20,2340028.825983,2232943.706765
580.30,2340189.360040,2232994.630282
580.40,2339424.924500,2232286.864723
580.50,2339492.025201,2232272.230258
580.60,2340259.816590,2232843.472819
580.70,2339786.236957,2232364.727418
580.80,2339318.362841,2231918.489108
580.90,2339930.490655,2232356.801692
581.00,2340113.647653,2232419.262868
581.10,2339337.988404,2231698.949951
581.20,2339508.737710,2231793.079330
581.30,2340271.571615,2232356.777738
581.40,2339929.381178,2231994.510889
581.50,2339335.232072,2231433.566421
581.60,2340035.870743,2231961.888617
581.70,2340078.110116,2231881.629880
581.80,2339440.890301,2231290.896756
581.90,2339405.800391,2231197.108882
582.00,2340308.671685,2231892.700730
582.10,2340038.940542,2231591.647595
582.20,2339259.276937,2230858.068549
582.30,2339700.239442,2231143.929013
582.40,2340308.746397,2231596.981253
582.50,2339473.171747,2230814.410442
582.60,2339365.295915,2230658.158857
582.70,2340130.948601,2231221.994758
582.80,2339988.018463,2231035.131775
582.90,2339160.574262,2230259.106285
583.00,2339689.885094,2230633.713223
583.10,2340369.049378,2231148.794750
583.20,2339612.264971,2230438.816746
583.30,2339424.015458,2230211.396725
583.40,2340175.872458,2230761.632415
583.50,2340064.878046,2230599.788505
583.60,2339201.517475,2229791.680547
583.70,2339829.243075,2230263.655237
583.80,2340379.258784,2230651.609223
583.90,2339725.507529,2230037.703593
584.00,2339254.139523,2229544.439830
584.10,2340174.536902,2230255.053237
584.20,2340109.939724,2230133.381274
584.30,2339343.301134,2229418.868558
584.40,2339755.683299,2229688.080459
584.50,2340270.526969,2230039.715581
584.60,2339806.030336,2229604.588828
584.70,2339254.148567,2229037.231500
584.80,2340130.787742,2229705.862479
584.90,2340214.437188,2229722.824363
585.00,2339126.215511,2228702.709347
585.10,2339593.203968,2229025.274891
585.20,2340339.159983,2229595.388654
585.30,2339563.744442,2228863.177219
585.40,2339268.773810,2228541.811600
585.50,2340047.924524,2229117.168917
585.60,2340231.271549,2229227.898930
585.70,2339410.634617,2228463.041752
585.80,2339645.966596,2228565.019434
585.90,2340276.448834,2229024.418797
586.00,2339805.342017,2228582.022401
586.10,2339422.201646,2228176.478622
586.20,2340144.123537,2228696.759624
586.30,2340354.648073,2228833.616283
586.40,2339350.246538,2227893.590375
586.50,2339509.379031,2227921.868064
586.60,2340434.633886,2228662.310743
586.70,2339609.300724,2227883.304618
586.80,2339294.458424,2227541.229698
586.90,2340012.520385,2228057.123562
587.00,2340170.981534,2228146.115144
587.10,2339478.189399,2227502.161390
587.20,2339622.215995,2227513.696979
587.30,2340400.487922,2228115.540766
587.40,2339781.268672,2227534.290512
587.50,2339226.564247,2226960.856364
587.60,2340150.603639,2227672.030122
587.70,2340132.590994,2227596.203803
587.80,2339439.763753,2226950.927501
587.90,2339608.539865,2226982.484478
588.00,2340274.828427,2227480.276341
588.10,2339863.264806,2227098.789107
588.20,2339266.519154,2226480.924739
588.30,2340037.059884,2227045.223812
588.40,2340171.818525,2227119.444626
588.50,2339244.673736,2226249.126113
588.60,2339707.764901,2226556.146334
588.70,2340366.668438,2227050.757496
588.80,2339676.053145,2226406.251643
588.90,2339035.400364,2225740.685644
589.00,2340036.393813,2226523.812869
589.10,2340001.536187,2226442.651831
589.20,2339426.645598,2225904.517226
589.30,2339657.218846,2225984.714769
589.40,2340283.976278,2226454.029019
589.50,2339667.570779,2225882.914068
589.60,2339229.106506,2225402.218889
589.70,2340097.208779,2226058.988481
589.80,2340122.688608,2226042.545867
589.90,2339310.275515,2225274.185914
590.00,2339548.455785,2225355.393492
590.10,2340165.611012,2225822.474600
590.20,2339547.145214,2225252.056211
590.30,2339130.997891,2224783.492776
590.40,2340133.362144,2225568.985315
590.50,2340073.742236,2225480.055427
590.60,2339267.292224,2224711.596160
590.70,2339706.240653,2224977.136184
590.80,2340166.387317,2225303.568917
590.90,2339611.158618,2224795.386662
591.00,2339380.205278,2224492.300295
591.10,2340089.327028,2225001.299645
591.20,2340102.486002,2224990.893832
591.30,2339306.489608,2224224.768620
591.40,2339717.432337,2224457.111892
591.50,2340284.615037,2224895.852841
591.60,2339542.855518,2224211.392993
591.70,2339392.195458,2223972.601797
591.80,2340142.354826,2224524.807845
591.90,2339998.440794,2224374.890051
592.00,2339229.702368,2223624.957733
592.10,2339767.586634,2223971.989981
592.20,2340334.744710,2224423.110946
592.30,2339631.480606,2223774.741737
592.40,2339438.488141,2223482.536086
592.50,2340107.526703,2223964.082283
592.60,2340038.166056,2223894.831929
592.70,2339379.989762,2223237.925559
592.80,2339867.961146,2223532.761246
592.90,2340269.626974,2223840.781201
593.00,2339404.249427,2223035.649003
593.10,2339535.132294,2223037.356767
593.20,2340155.484098,2223481.747045
593.30,2340012.238844,2223351.401983
593.40,2339198.047243,2222531.792325
593.50,2339938.174251,2223063.423377
593.60,2340298.109071,2223347.466201
593.70,2339449.761098,2222553.003956
593.80,2339620.609157,2222578.718997
593.90,2340240.530377,2223034.780107
594.00,2339852.324679,2222679.367577
594.10,2339371.313779,2222159.495853
594.20,2339914.801109,2222504.289197
594.30,2340258.335413,2222789.373352
594.40,2339496.321586,2222068.021554
594.50,2339544.921447,2221964.452361
594.60,2340366.822702,2222627.526930
594.70,2339831.248525,2222137.389115
594.80,2339185.169646,2221441.991818
594.90,2339973.366148,2222022.727188
595.00,2340108.925757,2222127.107367
595.10,2339219.211570,2221271.786037
595.20,2339676.535018,2221544.994683
595.30,2340453.266247,2222183.308031
595.40,2339751.809308,2221537.455376
595.50,2339510.641872,2221206.479908
595.60,2340071.706046,2221579.355689
595.70,2340127.373716,2221623.784953
595.80,2339157.074135,2220675.328984
595.90,2339518.946852,2220849.550101
596.00,2340473.788016,2221677.597491
596.10,2339587.175278,2220853.345248
596.20,2339408.151655,2220561.002027
596.30,2340200.917688,2221166.414158
596.40,2340035.442199,2221014.617125
596.50,2339315.207615,2220283.108061
596.60,2339883.411072,2220649.123373
596.70,2340208.814935,2220902.021520
596.80,2339593.196913,2220327.014889
596.90,2339436.750505,2220036.870333
597.00,2340338.301775,2220762.994692
597.10,2339980.119028,2220438.263636
597.20,2339218.463893,2219643.908500
597.30,2339927.350951,2220144.911661
597.40,2340216.461687,2220385.990194
597.50,2339369.178055,2219577.293925
597.60,2339529.077647,2219570.921847
597.70,2340291.705566,2220187.266914
597.80,2339878.471634,2219814.895975
597.90,2339308.380474,2219176.881760
598.00,2340002.217495,2219671.625474
598.10,2340210.575901,2219857.152746
598.20,2339296.063280,2218964.910997
598.30,2339721.527325,2219198.790266
598.40,2340199.189900,2219570.470218
598.50,2339741.734983,2219153.903457
598.60,2339263.770308,2218577.808881
598.70,2340149.327789,2219269.494539
598.80,2340072.969409,2219202.302953
598.90,2339224.798284,2218347.926240
599.00,2339692.246333,2218616.647863
599.10,2340225.542806,2219068.610076
599.20,2339643.451007,2218523.689938
599.30,2339561.770554,2218300.231420
599.40,2340355.228271,2218926.545351
599.50,2340035.066014,2218639.409495
599.60,2339213.128600,2217781.047764
599.70,2339828.458410,2218193.366428
599.80,2340326.970483,2218639.240795
599.90,2339548.856970,2217890.063549
600.00,2339557.540327,2217734.182423
600.10,2340285.365852,2218326.016868
600.20,2339744.919793,2217832.979134
600.30,2339199.879414,2217206.830510
600.40,2340219.250800,2218014.836574
600.50,2340177.299067,2217971.691817
600.60,2339370.765426,2217169.562354
600.70,2339661.778013,2217271.072082
600.80,2340223.400963,2217736.684894
600.90,2339666.086239,2217220.539314
601.00,2339435.134615,2216863.571799
601.10,2340236.961709,2217487.398274
601.20,2340033.702855,2217307.755466
601.30,2339047.707783,2216303.823032
601.40,2339735.193835,2216781.096787
601.50,2340419.330283,2217394.325200
601.60,2339481.325331,2216499.649059
601.70,2339584.681685,2216436.541508
601.80,2340224.574906,2216936.876982
601.90,2339770.364280,2216525.738498
602.00,2339228.027335,2215907.836011
602.10,2340090.658055,2216562.824734
602.20,2340071.916969,2216537.858341
602.30,2339309.233616,2215781.549344
602.40,2339701.614970,2215978.772815
602.50,2340181.066753,2216362.022183
602.60,2339698.826456,2215918.159721
602.70,2339346.542575,2215447.765467
602.80,2340242.187174,2216157.537760
602.90,2339994.117179,2215934.710288
603.00,2339237.885841,2215149.423367
603.10,2339857.290358,2215560.863233
603.20,2340239.703726,2215887.560945
603.30,2339636.691645,2215309.906653
603.40,2339495.646528,2215013.948834
603.50,2340334.921989,2215703.552986
603.60,2339858.615980,2215271.475398
603.70,2339285.426300,2214621.484469
603.80,2339962.266907,2215100.941433
603.90,2340227.585813,2215347.005946
604.00,2339362.024985,2214489.511344
604.10,2339486.522580,2214431.249967
604.20,2340203.338733,2215043.605855
604.30,2339714.888622,2214591.653743
604.40,2339310.340458,2214066.263427
604.50,2340128.869171,2214707.364325
604.60,2339952.705683,2214554.909288
604.70,2339275.020089,2213835.927955
604.80,2339871.175208,2214226.014563
604.90,2340318.140021,2214620.997764
605.00,2339382.339462,2213721.673940
605.10,2339534.185312,2213697.306196
605.20,2340265.496053,2214293.952761
605.30,2339960.734175,2214023.426183
605.40,2339227.069312,2213210.339622
605.50,2339958.482516,2213747.452401
605.60,2340199.913401,2213978.099508
605.70,2339339.819305,2213113.456841
605.80,2339422.671598,2213013.765958
605.90,2340342.229145,2213830.952826
606.00,2339653.150953,2213182.191100
606.10,2339503.227833,2212886.168845
606.20,2340208.432096,2213432.774352
606.30,2340111.257314,2213358.400815
606.40,2339284.528169,2212481.349971
606.50,2339792.250826,2212792.688519
606.60,2340315.982925,2213274.006631
606.70,2339459.600138,2212435.059356
606.80,2339375.925855,2212180.482377
606.90,2340289.942881,2212968.440505
607.00,2339934.539368,2212645.379592
607.10,2339390.568962,2211993.396385
607.20,2340143.930946,2212565.349532
607.30,2340205.307821,2212635.214773
607.40,2339510.220771,2211904.679818
607.50,2339659.343540,2211869.146505
607.60,2340319.210853,2212461.314348
607.70,2339506.756015,2211680.811701
607.80,2339398.203256,2211409.602017
607.90,2340243.584622,2212111.449205
608.00,2340064.967712,2211960.013758
608.10,2339281.416781,2211098.683610
608.20,2339882.322497,2211511.500283
608.30,2340082.830052,2211704.033832
608.40,2339352.903642,2210959.304274
608.50,2339589.771752,2211003.743413
608.60,2340232.559738,2211562.458658
608.70,2339773.179637,2211127.624003
608.80,2339347.659843,2210565.849846
608.90,2340099.231045,2211161.447306
609.00,2340157.129246,2211234.021486
609.10,2339410.936387,2210423.831685
609.20,2339721.661790,2210551.997617
609.30,2340305.784679,2211096.946753
609.40,2339379.887690,2210182.070071
609.50,2339473.876131,2210091.660681
609.60,2340279.318438,2210788.648987
609.70,2339848.798012,2210388.907122
609.80,2339397.531809,2209812.220309
609.90,2340092.539305,2210340.546586
610.00,2340049.855844,2210316.216403
610.10,2339420.264830,2209629.635553
610.20,2339902.627125,2209913.086582
610.30,2340444.264175,2210408.109516
610.40,2339712.404608,2209687.887040
610.50,2339478.722772,2209289.845878
610.60,2340266.225394,2209957.121336
610.70,2339877.813677,2209601.912570
610.80,2339323.360778,2208936.262051
610.90,2339911.448200,2209353.320358
611.00,2340203.463636,2209642.149794
611.10,2339345.299599,2208750.299604
611.20,2339684.741083,2208894.506443
611.30,2340215.973687,2209371.355591
611.40,2339699.243197,2208862.265296
611.50,2339530.639537,2208528.027526
611.60,2340013.647832,2208898.117668
611.70,2339983.137747,2208883.406509
611.80,2339349.494045,2208149.691827
611.90,2339807.262957,2208436.577599
612.00,2340228.442575,2208844.389158
612.10,2339420.844884,2208007.783194
612.20,2339815.664122,2208201.692675
612.30,2340248.259000,2208579.207353
612.40,2339745.766512,2208088.614990
612.50,2339306.902993,2207501.228496
612.60,2340093.304482,2208151.126250
612.70,2339970.737656,2208050.713172
612.80,2339458.788044,2207436.206216
612.90,2339844.432798,2207650.607033
613.00,2340104.299331,2207904.017786
613.10,2339532.820666,2207294.533429
613.20,2339614.854517,2207191.837939
613.30,2340233.620014,2207741.303375
613.40,2339686.010691,2207210.668055
613.50,2339306.477501,2206680.214487
613.60,2340045.863080,2207282.301255
613.70,2340161.249446,2207406.699341
613.80,2339445.013266,2206601.183249
613.90,2339900.747714,2206879.710374
614.00,2340116.745943,2207090.797913
614.10,2339532.657780,2206470.555155
614.20,2339570.100683,2206325.088912
614.30,2340221.722143,2206904.511076
614.40,2339763.982806,2206458.820533
614.50,2339448.743110,2205988.622011
614.60,2340111.129096,2206517.792666
614.70,2340021.412181,2206448.465341
614.80,2339335.453953,2205670.492270
614.90,2339809.047395,2205966.162682
615.00,2340079.470753,2206228.982899
615.10,2339444.268243,2205558.545272
615.20,2339519.068040,2205448.194378
615.30,2340197.159717,2206054.303554
615.40,2339703.997104,2205573.056779
615.50,2339421.521574,2205132.035242
615.60,2340047.311734,2205629.589357
615.70,2340001.265841,2205600.502683
615.80,2339426.716988,2204923.768711
615.90,2339843.052221,2205168.173299
616.00,2340242.808828,2205554.489172
616.10,2339435.803830,2204716.971889
616.20,2339481.656476,2204580.042476
616.30,2340296.902893,2205319.773943
616.40,2339879.162296,2204904.922515
616.50,2339400.175527,2204275.973930
616.60,2340133.422624,2204880.858762
616.70,2340047.267201,2204812.006553
616.80,2339400.944485,2204061.314997
616.90,2339879.057061,2204369.322966
617.00,2340263.472754,2204743.542546
617.10,2339567.877546,2204002.657490
617.20,2339682.281631,2203932.317653
617.30,2340282.627397,2204476.303275
617.40,2339716.199022,2203913.823221
617.50,2339516.029970,2203544.333964
617.60,2340005.891342,2203929.238351
617.70,2340057.312466,2203986.348236
617.80,2339506.610914,2203317.265960
617.90,2339679.328847,2203346.146101
618.00,2340095.994889,2203753.173549
618.10,2339591.567451,2203180.772479
618.20,2339686.199297,2203095.888416
618.30,2340200.334640,2203567.286016
618.40,2339618.100809,2202979.059298
618.50,2339385.514561,2202576.211970
618.60,2340230.287676,2203307.721629
618.70,2339974.943718,2203069.798290
618.80,2339413.936997,2202381.124764
618.90,2339917.770707,2202733.872995
619.00,2340079.853386,2202902.655603
619.10,2339500.837062,2202245.485639
619.20,2339508.694255,2202086.053287
619.30,2340055.164562,2202597.427046
619.40,2339852.071742,2202351.449010
619.50,2339335.096543,2201679.756622
619.60,2340114.305811,2202364.585293
619.70,2339871.307381,2202128.607824
619.80,2339321.536338,2201440.319369
619.90,2339853.329842,2201835.307409
620.00,2340142.820980,2202123.097126
620.10,2339327.847055,2201227.023887
620.20,2339706.475005,2201427.725068
620.30,2340124.342763,2201827.176225
620.40,2339646.619807,2201304.124194
620.50,2339421.677120,2200909.309092
620.60,2339948.499052,2201373.587699
620.70,2339921.411515,2201326.458883
620.80,2339339.146158,2200598.694450
620.90,2339968.664742,2201105.381548
621.00,2340058.750535,2201200.641663
621.10,2339592.395470,2200614.490442
621.20,2339736.290625,2200610.561082
621.30,2340207.066412,2201066.636801
621.40,2339582.263186,2200383.013240
621.50,2339584.539549,2200208.819585
621.60,2340159.739010,2200735.937883
621.70,2339843.219352,2200396.904567
621.80,2339298.564903,2199698.980015
621.90,2340113.561019,2200403.056560
622.00,2340127.958937,2200416.484696
622.10,2339470.179030,2199632.884975
622.20,2339643.647986,2199678.550507
622.30,2340028.586409,2200056.213721
622.40,2339648.902417,2199578.282496
622.50,2339608.138435,2199377.011316
622.60,2339997.225299,2199744.620658
622.70,2339771.514639,2199465.843550
622.80,2339365.711190,2198898.700475
622.90,2340036.418167,2199491.719266
623.00,2339991.542392,2199431.608606
623.10,2339480.393588,2198771.738021
623.20,2339926.139926,2199100.258804
623.30,2340046.426669,2199224.453678
623.40,2339559.227983,2198620.159727
623.50,2339926.349746,2198823.275616
623.60,2340161.600839,2199056.950158
623.70,2339757.147849,2198580.494446
623.80,2339648.850442,2198301.374541
623.90,2340076.686132,2198689.782467
624.00,2339774.174199,2198361.924343
624.10,2339719.856959,2198123.697088
624.20,2340020.681577,2198346.495753
624.30,2339967.892957,2198294.108404
624.40,2339508.318242,2197693.310764
624.50,2339761.349462,2197817.909394
624.60,2340150.152078,2198198.171675
624.70,2339500.642603,2197459.715493
624.80,2339663.862389,2197454.178258
624.90,2340227.371815,2197988.798991
625.00,2339815.540462,2197525.556832
625.10,2339518.087206,2197061.325924
625.20,2340159.428652,2197634.720985
625.30,2339975.676402,2197434.772307
625.40,2339463.305259,2196769.078245
625.50,2339889.099099,2197090.603072
625.60,2339963.651210,2197166.458937
625.70,2339486.313005,2196559.887408
625.80,2339780.710472,2196706.626104
625.90,2340411.291005,2197313.423589
626.00,2339817.712747,2196642.546792
626.10,2339600.025860,2196268.528427
626.20,2339990.813207,2196632.784856
626.30,2339903.010539,2196488.293265
626.40,2339416.171403,2195843.155115
626.50,2339803.800761,2196165.535659
626.60,2340073.460457,2196401.584765
626.70,2339628.962434,2195803.569244
626.80,2339793.767077,2195866.562060
626.90,2340068.771672,2196134.789574
627.00,2339779.384057,2195713.294469
627.10,2339488.234978,2195299.558162
627.20,2340170.284180,2195952.559201
627.30,2339574.007486,2195289.540768
627.40,2339622.257285,2195158.908699
627.50,2339883.727845,2195395.334989
627.60,2339858.161052,2195318.076759
627.70,2339507.524599,2194799.705538
627.80,2339804.063176,2195028.083962
627.90,2339969.776653,2195172.025610
628.00,2339446.624838,2194503.162086
628.10,2339836.763079,2194769.507816
628.20,2340071.488097,2195001.498656
628.30,2339564.593467,2194380.920162
628.40,2339497.406775,2194171.604830
628.50,2339962.848207,2194619.602740
628.60,2339776.923491,2194346.588863
628.70,2339641.941718,2194041.085111
628.80,2339890.648401,2194262.134235
628.90,2340060.586937,2194371.710878
629.00,2339421.595516,2193582.436533
629.10,2339828.426333,2193910.641346
629.20,2340094.360567,2194150.074615
629.30,2339607.785162,2193516.259449
629.40,2339633.934530,2193438.664538
629.50,2340075.884707,2193864.955062
629.60,2339689.725651,2193358.212849
629.70,2339597.156264,2193123.929533
629.80,2340123.619321,2193628.572264
629.90,2339817.287057,2193242.219069
